kind,bucket,n,hit,avg,sharpe_like
tcn,p50,735,0.0,-0.15009215474128723,-83.9634506866344
tcn,p60,588,0.0,-0.1496172398328781,-88.58050364247032
tcn,p70,441,0.0,-0.14905945956707,-93.50808038973136
tcn,p80,294,0.0,-0.14834968745708466,-98.70802679177946
tcn,p90,147,0.0,-0.1472562998533249,-105.26753651829232
tcn,p95,74,0.0,-0.14626987278461456,-107.32314034264526
