kind,bucket,n,hit,avg,sharpe_like
aggregate,p50,2204,0.17831215970961886,-0.018078982830047607,-0.44481714849079
aggregate,p70,1324,0.0,-0.010853041894733906,-11083.349424464126
aggregate,p80,897,0.0,-0.010852886363863945,-13743.046939665559
aggregate,p90,491,0.0,-0.010852912440896034,-13497.563332694705
aggregate,p95,241,0.0,-0.01085289753973484,-14124.745523929809
