ts_open,px_open,side,qty,notional_usd,reason_open,ts_close,px_close,pnl_usd,pnl_frac,reason_close
2025-09-14 03:50:00,4662.633065258259,short,0.17284285814466507,805.9028254790582,signal,2025-09-14 05:25:00,4677.443804396911,-3.5285498328249165,-0.00437838126541797,sl
2025-09-14 05:40:00,4668.378964911914,short,0.16542177510990594,772.2515352614741,signal,2025-09-14 05:50:00,4678.1921228466845,-2.550985833320293,-0.0033033095006493748,flip
2025-09-14 06:05:00,4669.578492613915,long,0.17973169482228804,839.2712565832039,signal,2025-09-14 06:40:00,4656.890312417766,-3.286225357885778,-0.0039155700044637325,flip
2025-09-14 07:00:00,4656.20507997139,short,0.1649770264242777,768.166868515296,signal,2025-09-14 09:25:00,4668.039890899952,-2.8754436406553214,-0.0037432539185306775,sl
2025-09-14 09:30:00,4667.751100412371,short,0.13474872756312195,628.9735213619292,signal,2025-09-14 09:40:00,4670.281891429549,-1.095993707448896,-0.0017425116801033506,flip
2025-09-14 09:45:00,4668.964117355955,long,0.11890669991624758,555.1711152221723,signal,2025-09-14 10:35:00,4653.738541986205,-2.475542006056755,-0.004459061248289323,flip
2025-09-14 10:45:00,4659.302295693369,short,0.19043134423548944,887.2771993683901,signal,2025-09-14 13:50:00,4615.056418802287,7.366124655092591,0.008301942910666677,tp
2025-09-14 13:55:00,4608.326719036654,short,0.08932814049839273,411.65325662060343,signal,2025-09-14 16:30:00,4601.563616162197,0.11051397707213872,0.0002684637502430667,sl
2025-09-14 17:05:00,4595.176926643265,short,0.13488802765872407,619.8343523777874,signal,2025-09-14 17:40:00,4626.0071765383545,-4.904928002387932,-0.00791328841902972,sl
2025-09-14 17:45:00,4620.95390717283,short,0.10435866080855785,482.2365614106295,signal,2025-09-14 17:50:00,4622.697005100773,-0.7607003835302548,-0.001577442368336959,flip
2025-09-14 18:00:00,4615.027791273346,long,0.11876769986001988,548.1162355596033,signal,2025-09-14 19:05:00,4599.5741624381235,-2.492030198750669,-0.004546536002908968,flip
2025-09-14 19:10:00,4605.60294734551,short,0.13728842696765087,632.2959838786417,signal,2025-09-14 19:10:00,4611.517052654491,-1.5711805583742309,-0.0024848814454525967,eod
